"Date","AmmoniaasN","AmmoniaasN_Qual","ArsenicasAs","ArsenicasAs_Qual","CadmiumasCd","CadmiumasCd_Qual","ChromiumasCr","ChromiumasCr_Qual","Colour","Colour_Qual","Conductivity","Conductivity_Qual","CopperasCu","CopperasCu_Qual","DissolvedOxygenppm","DissolvedOxygenppm_Qual","FieldpH","FieldpH_Qual","FilteredReactivePhosphorus","FilteredReactivePhosphorus_Qual","KjeldahlNitrogen","KjeldahlNitrogen_Qual","LeadasPb","LeadasPb_Qual","MercuryasHg","MercuryasHg_Qual","NickelasNi","NickelasNi_Qual","NitrateNitriteasN","NitrateNitriteasN_Qual","TotalPhosphorus","TotalPhosphorus_Qual","TotalSuspendedSolids","TotalSuspendedSolids_Qual","Turbidity","Turbidity_Qual","WaterTemperature","WaterTemperature_Qual","ZincasZn","ZincasZn_Qual"
"07:30:00 17/10/2017",NA,NA,0.001,1,2e-04,1,0.001,1,24,1,335,1,0.001,1,9.7,1,7.1,1,0.004,1,0.19,1,0.001,1,1e-04,1,0.001,1,0.14,1,0.01,1,2,1,6.4,1,12.5,1,0.005,1
"07:45:00 16/11/2011",NA,NA,0.001,1,2e-04,1,0.002,1,64,1,260,1,0.001,1,9.4,1,7.3,1,0.006,1,0.37,1,0.001,1,1e-04,1,0.003,1,0.31,1,0.029,1,14,1,24,1,15,1,0.002,1
"07:45:00 21/03/2017",NA,NA,0.001,1,2e-04,1,0.001,1,40,1,426,1,0.001,1,8.3,1,7.1,1,0.016,1,0.27,1,0.001,1,1e-04,1,0.001,1,0.15,1,0.023,1,NA,NA,8,1,18,1,0.001,1
"07:50:00 14/12/2006",NA,NA,0.001,65,2e-04,65,0.001,65,35,65,477,65,0.001,65,7.4,65,7,65,0.003,65,0.38,65,0.001,65,1e-04,65,0.003,65,0.04,65,0.01,65,3,65,4.6,65,14.9,65,0.002,65
"07:50:00 17/11/2010",NA,NA,0.001,1,2e-04,1,0.002,1,50,1,329,1,0.001,1,10.2,1,7.1,1,0.004,1,0.35,1,0.001,1,1e-04,1,0.003,1,0.19,1,0.026,1,6,1,17.1,1,12.3,1,0.002,1
"07:55:00 20/02/2007",NA,NA,0.001,65,2e-04,65,0.001,65,55,65,552,65,0.001,65,5.5,65,6.9,65,0.01,65,0.38,65,0.001,65,1e-04,65,0.003,65,0.13,65,0.01,65,5,65,NA,NA,20.5,65,0.002,65
"08:00:00 10/03/2010",NA,NA,0.001,1,1e-04,1,0.001,1,93,1,360.8,1,0.001,1,9.1,1,7.1,1,0.004,1,0.37,1,0.001,1,2e-04,1,0.004,1,0.115,1,0.033,1,13,1,31,1,14,1,0.002,1
"08:00:00 17/01/2017",NA,NA,0.001,1,2e-04,1,0.001,1,56,1,391,1,0.001,1,8.5,1,7.3,1,0.012,1,0.31,1,0.001,1,1e-04,1,0.002,1,0.1,1,0.017,1,NA,NA,7.5,1,18,1,0.001,1
"08:00:00 22/10/2013",NA,NA,0.001,1,2e-04,1,0.001,1,50,1,295,1,0.001,1,10.1,1,7.2,1,0.003,1,0.2,1,0.001,1,1e-04,1,0.002,1,0.25,1,0.016,1,3,1,11.9,1,13,1,0.002,1
"08:00:00 23/02/2017",NA,NA,0.001,1,2e-04,1,0.001,1,50,1,378,1,0.001,1,8.4,1,7.2,1,0.006,1,0.28,1,0.001,1,1e-04,1,0.002,1,0.085,1,0.013,1,3,1,12.5,1,15,1,0.003,1
"08:00:00 26/09/2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,180,NA,NA,NA,180,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,180,NA,NA
"08:05:00 12/12/2017",NA,NA,0.001,1,2e-04,1,0.001,1,56,1,303,1,0.001,1,8.9,1,7.5,1,0.005,1,0.31,1,0.001,1,1e-04,1,0.002,1,0.32,1,0.027,1,4,1,12.5,1,16,1,0.001,1
"08:10:00 21/10/2014",NA,NA,0.001,1,2e-04,1,0.001,1,45,1,305,1,0.001,1,10.6,1,7.3,1,0.003,1,0.21,1,0.001,1,1e-04,1,0.002,1,0.26,1,0.019,1,5,1,12,1,12,1,0.002,1
"08:10:00 21/11/2017",NA,NA,0.001,1,2e-04,1,0.001,1,36,1,377,1,0.001,1,8.6,1,7.5,1,0.004,1,0.31,1,0.001,1,1e-04,1,0.002,1,0.14,1,0.019,1,4,1,9.2,1,17,1,0.001,1
"08:10:00 22/01/2014",NA,NA,0.001,1,2e-04,1,0.001,1,50,1,385,1,0.001,1,8.3,1,7.5,1,0.003,1,0.34,1,0.001,1,1e-04,1,0.002,1,0.11,1,0.025,1,10,1,12.8,1,17,1,0.002,1
"08:15:00 26/10/2011",NA,NA,0.001,1,2e-04,1,0.002,1,70,1,320,1,0.001,1,10.6,1,7.3,1,0.01,1,0.36,1,0.001,1,1e-04,1,0.003,1,0.3,1,0.028,1,6,1,24,1,11.5,1,0.004,1
"08:20:00 06/12/2007",NA,NA,0.001,65,2e-04,65,0.001,65,80,65,323,65,0.002,65,8.4,65,7.5,65,0.003,65,0.2,65,0.001,65,1e-04,65,0.003,65,0.12,65,0.01,65,5,65,10,65,16.4,65,0.005,65
"08:20:00 15/12/2015",NA,NA,0.001,1,2e-04,1,0.001,1,40,1,372,1,0.001,1,9.7,1,7.4,1,0.007,1,0.21,1,0.001,1,1e-04,1,0.002,1,0.11,1,0.015,1,2,1,6.6,1,16.5,1,0.001,1
"08:25:00 17/06/2009",NA,NA,0.001,65,2e-04,65,0.001,65,25,65,422,65,0.001,65,11.1,65,7.3,65,0.003,65,0.25,65,0.001,65,1e-04,65,0.001,65,0.18,65,0.008,65,3,65,6.1,65,5.5,65,0.002,65
"08:30:00 11/12/2019",NA,NA,0.001,1,2e-04,1,0.001,1,40,1,377,1,0.001,1,8.58,1,7.37,1,0.003,1,0.35,1,0.001,1,1e-04,1,0.002,1,0.11,1,0.02,1,2,1,10.4,1,15.3,1,0.003,1
"08:30:00 12/02/2020",NA,NA,0.001,1,2e-04,1,0.001,1,80,1,436,1,0.001,1,8.24,1,7.34,1,0.006,1,0.51,1,0.001,1,1e-04,1,0.003,1,0.2,1,0.033,1,4,1,15.9,1,18.5,1,0.001,1
"08:30:00 13/12/2016",NA,NA,0.001,1,2e-04,1,0.001,1,48,1,302,1,0.001,1,10,1,7.4,1,0.014,1,0.27,1,0.001,1,1e-04,1,0.001,1,0.14,1,0.014,1,NA,NA,9.3,1,16.5,1,0.001,1
"08:30:00 16/06/2010",NA,NA,0.001,1,1e-04,1,0.001,1,45,1,175,1,0.001,1,12.1,1,7.2,1,0.001,1,0.29,1,0.001,1,1e-04,1,0.002,1,0.38,1,0.005,1,8,1,16.7,1,4,1,0.006,1
"08:30:00 19/06/2008",NA,NA,0.001,65,2e-04,65,0.001,65,20,65,389,65,0.001,65,10.7,65,7.1,65,0.003,65,0.2,65,0.001,65,1e-04,65,0.002,65,0.28,65,0.01,65,4,65,9.1,65,8,65,0.004,65
"08:30:00 20/04/2010",NA,NA,0.001,1,1e-04,1,0.001,1,50,1,340.2,1,0.001,1,9.3,1,7.2,1,0.006,1,0.18,1,0.001,1,1e-04,1,0.001,1,0.154,1,0.026,1,4,1,12.4,1,14.2,1,0.002,1
"08:30:00 23/11/2016",NA,NA,0.001,1,2e-04,1,0.001,1,64,1,295,1,0.001,1,10.1,1,7.3,1,0.008,1,0.33,1,0.001,1,1e-04,1,0.002,1,0.21,1,0.022,1,NA,NA,15.5,1,13.5,1,0.003,1
"08:33:00 26/09/2017",NA,NA,0.001,1,2e-04,1,0.002,1,32,1,276,1,0.001,1,11.9,1,7.2,1,0.004,1,0.23,1,0.001,1,1e-04,1,0.003,1,0.24,1,0.015,1,4,1,10.8,1,9.5,1,0.005,1
"08:35:00 20/02/2008",NA,NA,0.001,65,2e-04,65,0.001,65,45,65,389,65,0.002,65,6.5,65,7.3,65,0.003,65,0.37,65,0.001,65,1e-04,65,0.003,65,0.11,65,0.03,65,11,65,14.8,65,18.9,65,0.01,65
"08:35:00 20/10/2009",NA,NA,0.001,1,1e-04,1,0.001,1,50,1,276.6,1,0.001,1,11.2,1,7.3,1,0.007,1,0.28,1,0.001,1,1e-04,1,0.003,1,0.344,1,0.009,1,2,1,15.9,1,10.5,1,0.003,1
"08:35:00 20/12/2004",NA,NA,0.001,65,2e-04,65,0.003,65,60,65,250,65,0.001,65,9.6,65,7.5,65,0.004,65,0.35,65,0.001,65,1e-04,65,0.004,65,0.38,65,0.02,65,4,65,16,65,14.6,65,0.006,65
"08:40:00 22/04/2009",NA,NA,0.001,65,2e-04,65,0.001,65,40,65,401,65,0.001,65,11.4,65,7.4,65,0.003,65,0.21,65,0.001,65,1e-04,65,0.002,65,0.05,65,0.01,65,2,65,4.3,65,10.5,65,0.002,65
"08:40:00 25/05/2017",NA,NA,0.001,1,2e-04,1,0.001,1,16,1,580,1,0.001,1,9.7,1,7.1,1,0.007,1,0.11,1,0.001,1,1e-04,1,0.001,1,0.2,1,0.009,1,2,1,5.3,1,9.5,1,0.001,1
"08:45:00 21/05/2009",NA,NA,0.001,65,2e-04,65,0.001,65,28,65,396,65,0.001,65,10.3,65,7.2,65,0.003,65,0.18,65,0.001,65,1e-04,65,0.002,65,0.1,65,0.02,65,2,65,4.3,65,7,65,0.002,65
"08:45:00 22/02/2012",NA,NA,0.001,1,2e-04,1,0.001,1,60,1,359,1,0.001,1,8.2,1,7.1,1,0.004,1,0.33,1,0.001,1,1e-04,1,0.002,1,0.2,1,0.02,1,5,1,14.8,1,15.9,1,0.003,1
"08:50:00 21/08/2013",NA,NA,0.001,1,2e-04,1,0.006,1,70,1,292,1,0.002,1,11.6,1,7.1,1,0.003,1,0.36,1,0.001,1,1e-04,1,0.004,1,0.46,1,0.031,1,4,1,25,1,7.5,1,0.002,1
"08:50:00 22/07/2014",NA,NA,0.001,1,2e-04,1,0.004,1,55,1,235,1,0.001,1,12,1,7.2,1,0.003,1,0.28,1,0.001,1,1e-04,1,0.003,1,0.6,1,0.027,1,8,1,18,1,6,1,0.003,1
"08:55:00 12/03/2008",NA,NA,0.001,65,2e-04,65,0.001,65,30,65,635,65,0.001,65,7.2,65,6.5,65,0.003,65,0.33,65,0.001,65,1e-04,65,0.002,65,0.1,65,0.01,65,8,65,12.8,65,16.7,65,0.008,65
"08:55:00 15/11/2004",NA,NA,0.001,65,2e-04,65,0.007,65,120,65,210,65,0.003,65,10.7,65,6.1,65,0.003,65,0.57,65,0.001,65,1e-04,65,0.005,65,0.6,65,0.03,65,16,65,35,65,13.2,65,0.005,65
"09:00:00 15/08/2012",NA,NA,0.001,1,2e-04,1,0.002,1,44,1,310,1,0.001,1,11.7,1,7.4,1,0.003,1,0.21,1,0.001,1,1e-04,1,0.002,1,0.51,1,0.016,1,2,1,13.8,1,7.5,1,0.002,1
"09:00:00 18/05/2011",NA,NA,0.001,1,2e-04,1,0.002,1,60,1,365,1,0.004,1,11.1,1,7,1,0.003,1,0.32,1,0.001,1,1e-04,1,0.003,1,0.45,1,0.024,1,4,1,15.8,1,8.5,1,0.004,1
"09:00:00 20/04/2017",NA,NA,0.001,1,2e-04,1,0.001,1,32,1,405,1,0.001,1,9.7,1,7,1,0.004,1,0.15,1,0.001,1,1e-04,1,0.001,1,0.18,1,0.012,1,3,1,7,1,12,1,0.001,1
"09:00:00 22/05/2013",NA,NA,0.001,1,2e-04,1,0.001,1,35,1,445,1,0.001,1,11.2,1,7.2,1,0.003,1,0.2,1,0.001,1,1e-04,1,0.002,1,0.24,1,0.018,1,4,1,8.4,1,7,1,0.001,1
"09:10:00 13/11/2007",NA,NA,0.001,65,2e-04,65,0.003,65,58,65,271,65,0.002,65,10.9,65,6.7,65,0.003,65,0.36,65,0.001,65,1e-04,65,0.004,65,0.29,65,0.01,65,4,65,12.7,65,14.3,65,0.006,65
"09:10:00 16/05/2012",NA,NA,0.001,1,2e-04,1,0.001,1,55,1,355,1,0.001,1,11.2,1,6.8,1,0.003,1,0.26,1,0.001,1,1e-04,1,0.002,1,0.34,1,0.019,1,4,1,15.2,1,9.5,1,0.003,1
"09:10:00 23/08/2017",NA,NA,0.001,1,2e-04,1,0.002,1,32,1,319,1,0.001,1,11.5,1,7.3,1,0.003,1,0.17,1,0.001,1,1e-04,1,0.002,1,0.69,1,0.017,1,3,1,11.9,1,6.5,1,0.009,1
"09:15:00 20/07/2017",NA,NA,0.001,1,2e-04,1,0.001,1,20,1,427,1,0.001,1,11.6,1,7.1,1,0.006,1,0.15,1,0.001,1,1e-04,1,0.001,1,0.29,1,0.014,1,2,1,5.8,1,6.5,1,0.003,1
"09:20:00 15/06/2016",NA,NA,0.002,1,2e-04,1,0.001,1,24,1,406,1,0.001,1,13.3,1,5,1,0.003,1,0.2,1,0.001,1,1e-04,1,0.001,1,0.44,1,0.054,1,NA,NA,7.2,1,5,1,0.024,1
"09:20:00 16/01/2007",NA,NA,0.001,65,2e-04,65,0.001,65,45,65,497,65,0.003,65,5.6,65,6.8,65,0.003,65,0.48,65,0.001,65,1e-04,65,0.005,65,0.1,65,0.03,65,6,65,7.3,65,19.3,65,0.009,65
"09:20:00 23/10/2018",NA,NA,0.001,1,2e-04,1,0.001,1,35,1,389,1,0.001,1,9.6,1,7.5,1,0.003,1,0.31,1,0.001,1,1e-04,1,0.002,1,0.21,1,0.017,1,2,1,6.1,1,12.7,1,0.001,1
"09:25:00 20/11/2018",NA,NA,0.001,1,2e-04,1,0.001,1,40,1,399,1,0.001,1,8.47,1,7.5,1,0.004,1,0.27,1,0.001,1,1e-04,1,0.002,1,0.22,1,0.022,1,2,1,5.6,1,16.3,1,0.003,1
"09:30:00 08/01/2020",NA,NA,0.001,1,2e-04,1,0.001,1,50,1,448,1,0.001,1,8.42,1,7.37,1,0.004,1,0.41,1,0.001,1,1e-04,1,0.003,1,0.11,1,0.023,1,10,1,7.3,1,17.5,1,0.001,1
"09:30:00 11/03/2020",NA,NA,0.001,1,2e-04,1,0.001,1,50,1,368,1,0.17,1,9.2,1,7.12,1,0.003,1,0.34,1,0.001,1,1e-04,1,0.029,1,0.16,1,0.026,1,10,1,13,1,14.9,1,0.006,1
"09:30:00 16/04/2019",NA,NA,0.001,1,2e-04,1,0.001,1,30,1,469,1,0.001,1,8.67,1,7.34,1,0.003,1,0.26,1,0.001,1,1e-04,1,0.001,1,0.097,1,0.017,1,2,1,6.3,1,13.9,1,0.001,1
"09:30:00 17/11/2015",NA,NA,0.001,1,2e-04,1,0.001,1,36,1,360,1,0.001,1,9.8,1,7.1,1,0.006,1,0.22,1,0.001,1,1e-04,1,0.001,1,0.18,1,0.016,1,3,1,8.7,1,15.5,1,0.001,1
"09:30:00 17/12/2013",NA,NA,0.001,1,2e-04,1,0.001,1,60,1,302,1,0.001,1,9.6,1,7.6,1,0.003,1,0.23,1,0.001,1,1e-04,1,0.002,1,0.17,1,0.027,1,2,1,9.9,1,16,1,0.001,1
"09:30:00 17/12/2020",NA,NA,0.001,1,2e-04,1,0.001,1,45,1,323,1,0.001,1,8.54,1,7.42,1,0.004,1,0.31,1,0.001,1,1e-04,1,0.001,1,0.18,1,0.028,1,4,1,11.7,1,17.9,1,0.001,1
"09:30:00 18/12/2018",NA,NA,0.001,1,2e-04,1,0.001,1,60,1,372,1,0.001,1,8.2,1,7.53,1,0.003,1,0.34,1,0.001,1,1e-04,1,0.002,1,0.17,1,0.02,1,2,1,5.9,1,17.7,1,0.002,1
"09:30:00 20/01/2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,355,1,NA,NA,9.7,1,7.35,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6,1,13.5,1,NA,NA
"09:30:00 21/12/2011",NA,NA,0.001,1,2e-04,1,0.001,1,60,1,309,1,0.001,1,9.4,1,7.5,1,0.004,1,0.28,1,0.001,1,1e-04,1,0.003,1,0.24,1,0.021,1,2,1,17.6,1,16.5,1,0.003,1
"09:30:00 29/07/2009",NA,NA,0.001,1,1e-04,1,0.001,1,30,1,592.3,1,0.001,1,12.3,1,7,1,0.014,1,0.13,1,0.001,1,1e-04,1,0.001,1,0.225,1,0.013,1,1,1,6.5,1,8,1,0.006,1
"09:35:00 12/04/2005",NA,NA,0.001,65,2e-04,65,0.001,65,35,65,357,65,0.001,65,11.7,65,7.2,65,0.003,65,0.21,65,0.001,65,1e-04,65,0.002,65,0.19,65,0.01,65,1,65,3.3,65,NA,NA,0.003,65
"09:35:00 19/03/2019",NA,NA,0.001,1,2e-04,1,0.001,1,50,1,501,1,0.001,1,7.9,1,7.4,1,0.003,1,0.33,1,0.001,1,1e-04,1,0.001,1,0.049,1,0.005,1,2,1,5,1,18.3,1,0.001,1
"09:35:00 20/03/2018",NA,NA,0.001,1,2e-04,1,0.001,1,40,1,473,1,0.001,1,8.5,1,7.4,1,0.007,1,0.3,1,0.001,1,1e-04,1,0.001,1,0.12,1,0.022,1,5,1,8.4,1,15.5,1,0.001,1
"09:35:00 30/03/2005",NA,NA,0.001,65,2e-04,65,0.001,65,30,65,340,65,0.001,65,9.9,65,6.9,65,0.003,65,0.19,65,0.001,65,1e-04,65,0.002,65,0.23,65,0.01,65,1,65,4.3,65,12.7,65,0.003,65
"09:45:00 17/05/2005",NA,NA,0.001,65,2e-04,65,0.001,65,25,65,374,65,0.005,65,10.6,65,6.9,65,0.003,65,0.16,65,0.001,65,1e-04,65,0.002,65,0.25,65,0.01,65,1,65,3.2,65,NA,NA,0.007,65
"09:47:00 17/04/2018",NA,NA,0.001,1,2e-04,1,0.001,1,32,1,411,1,0.001,1,9.1,1,7.6,1,0.005,1,0.26,1,0.001,1,1e-04,1,0.002,1,0.11,1,0.015,1,2,1,6.8,1,13,1,0.001,1
"09:50:00 20/02/2018",NA,NA,0.001,1,2e-04,1,0.001,1,32,1,450,1,0.001,1,8.4,1,7.4,1,0.013,1,0.31,1,0.001,1,1e-04,1,0.002,1,0.09,1,0.025,1,7,1,8.5,1,16,1,0.003,1
"09:55:00 14/10/2020",NA,NA,0.001,1,2e-04,1,0.001,1,50,1,299,1,0.001,1,10.45,1,7.5,1,0.006,1,0.09,1,0.001,1,1e-04,1,0.002,1,0.29,1,0.018,1,4,1,11.7,1,12.7,1,0.001,1
