"Date","AmmoniaasN","AmmoniaasN_Qual","ArsenicasAs","ArsenicasAs_Qual","CadmiumasCd","CadmiumasCd_Qual","ChromiumasCr","ChromiumasCr_Qual","Colour","Colour_Qual","Conductivity","Conductivity_Qual","CopperasCu","CopperasCu_Qual","DissolvedOxygenppm","DissolvedOxygenppm_Qual","FieldpH","FieldpH_Qual","FilteredReactivePhosphorus","FilteredReactivePhosphorus_Qual","KjeldahlNitrogen","KjeldahlNitrogen_Qual","LeadasPb","LeadasPb_Qual","MercuryasHg","MercuryasHg_Qual","NickelasNi","NickelasNi_Qual","NitrateNitriteasN","NitrateNitriteasN_Qual","TotalPhosphorus","TotalPhosphorus_Qual","TotalSuspendedSolids","TotalSuspendedSolids_Qual","Turbidity","Turbidity_Qual","WaterTemperature","WaterTemperature_Qual","ZincasZn","ZincasZn_Qual"
"11:35:00 21/05/2019",NA,NA,0.001,1,2e-04,1,0.001,1,20,1,463,1,0.001,1,10.91,1,7.51,1,0.003,1,0.14,1,0.001,1,1e-04,1,0.001,1,0.2,1,0.008,1,2,1,2.6,1,9,1,0.002,1
"11:40:00 15/08/2006",NA,NA,0.001,65,2e-04,65,0.001,65,25,65,367,65,0.001,65,12.2,65,7.1,65,0.003,65,0.2,65,0.001,65,1e-04,65,0.002,65,0.34,65,0.005,65,1,65,4.9,65,7.2,65,0.004,65
"11:40:00 17/02/2015",NA,NA,0.001,1,2e-04,1,0.001,1,60,1,366,1,0.001,1,9.1,1,7.3,1,0.003,1,0.35,1,0.001,1,1e-04,1,0.002,1,0.19,1,0.02,1,5,1,12.4,1,18,1,0.001,1
"11:40:00 21/03/2012",NA,NA,0.001,1,2e-04,1,0.001,1,60,1,340,1,0.001,1,9.9,1,7.4,1,0.004,1,0.3,1,0.001,1,1e-04,1,0.002,1,0.24,1,0.024,1,6,1,12.8,1,14.5,1,0.002,1
"11:40:00 22/07/2008",NA,NA,0.001,65,2e-04,65,0.001,65,36,65,399,65,0.001,65,10.5,65,7.1,65,0.003,65,0.22,65,0.001,65,1e-04,65,0.003,65,0.34,65,0.02,65,2,65,8.5,65,6.8,65,0.01,65
"11:45:00 23/02/2004",NA,NA,0.001,65,2e-04,65,0.001,65,45,65,420,65,0.001,65,9.1,65,6.5,65,0.003,65,0.33,65,0.001,65,1e-04,65,0.001,65,0.18,65,0.02,65,1,65,6.1,65,16.4,65,0.007,65
"11:50:00 08/12/2009",NA,NA,0.001,1,1e-04,1,0.001,1,70,1,320,1,0.001,1,8.6,1,7,1,0.004,1,0.25,1,0.001,1,1e-04,1,0.002,1,0.102,1,0.01,1,8,1,13.3,1,16,1,0.005,1
"11:50:00 16/12/2014",NA,NA,0.001,1,2e-04,1,0.001,1,75,1,243,1,0.001,1,9.1,1,7.4,1,0.003,1,0.28,1,0.001,1,1e-04,1,0.002,1,0.45,1,0.019,1,2,1,14.3,1,20,1,0.002,1
"11:50:00 21/04/2015",NA,NA,0.001,1,2e-04,1,0.001,1,NA,180,405,1,0.001,1,12,1,7.5,1,0.003,1,0.21,1,0.001,1,1e-04,1,0.001,1,0.17,1,0.013,1,2,1,10.9,1,9,1,0.001,1
"11:50:00 21/11/2012",NA,NA,0.001,1,2e-04,1,0.001,1,50,1,371,1,0.001,1,10.3,1,7.4,1,0.003,1,0.21,1,0.001,1,1e-04,1,0.002,1,0.005,1,0.014,1,2,1,10.7,1,14.5,1,0.002,1
"11:50:00 27/11/2013",NA,NA,0.001,1,2e-04,1,0.001,1,70,1,260,1,0.001,1,9.6,1,7.6,1,0.003,1,0.22,1,0.001,1,1e-04,1,0.002,1,0.23,1,0.017,1,2,1,14.3,1,17.5,1,0.003,1
"11:55:00 18/05/2010",NA,NA,0.001,1,1e-04,1,0.001,1,38,1,379.6,1,0.001,1,12,1,7.4,1,0.01,1,0.24,1,0.001,1,1e-04,1,0.002,1,0.073,1,0.036,1,1,1,8.6,1,8.5,1,0.002,1
"12:00:00 16/02/2011",NA,NA,0.001,1,2e-04,1,0.001,1,60,1,345,1,0.001,1,9,1,7.2,1,0.003,1,0.33,1,0.001,1,1e-04,1,0.002,1,0.18,1,0.029,1,4,1,13.4,1,19.5,1,0.002,1
"12:00:00 17/06/2014",NA,NA,0.001,1,2e-04,1,0.014,1,100,1,258,1,0.003,1,11.8,1,6.9,1,0.003,1,0.58,1,0.001,1,1e-04,1,0.009,1,0.51,1,0.071,1,50,1,110,1,11,1,0.006,1
"12:00:00 19/08/2009",NA,NA,0.001,1,1e-04,1,0.001,1,30,1,351,1,0.001,1,12.1,1,7.8,1,0.016,1,0.07,1,0.001,1,1e-04,1,0.002,1,0.267,1,0.017,1,1,1,8.5,1,7.7,1,0.002,1
"12:00:00 21/07/2015",NA,NA,0.001,1,2e-04,1,0.001,1,40,1,306,1,0.001,1,12.1,1,7.3,1,0.006,1,0.18,1,0.001,1,1e-04,1,0.001,1,0.51,1,0.013,1,2,1,14.1,1,5,1,0.001,1
"12:00:00 21/09/2011",NA,NA,0.001,1,2e-04,1,0.006,1,80,1,290,1,0.002,1,10.4,1,7.2,1,0.005,1,0.52,1,0.001,1,1e-04,1,0.005,1,0.52,1,0.056,1,11,1,42,1,12,1,0.009,1
"12:05:00 14/02/2006",NA,NA,0.001,65,2e-04,65,0.001,65,40,65,395,65,0.001,65,7.4,65,7,65,0.003,65,0.34,65,0.001,65,1e-04,65,0.001,65,0.08,65,0.02,65,2,65,9.8,65,16.6,65,0.008,65
"12:05:00 26/06/2007",NA,NA,0.001,65,2e-04,65,0.001,65,25,65,455,65,0.001,65,12.1,65,6.9,65,0.003,65,0.17,65,0.001,65,1e-04,65,0.002,65,0.45,65,0.01,65,2,65,9.5,65,5.6,65,0.002,65
"12:10:00 10/11/2009",NA,NA,0.001,1,1e-04,1,0.001,1,65,1,312.9,1,0.001,1,9,1,7.2,1,0.005,1,0.27,1,0.001,1,1e-04,1,0.002,1,0.214,1,0.037,1,5,1,17,1,19.5,1,0.007,1
"12:10:00 19/08/2014",NA,NA,0.001,1,2e-04,1,0.012,1,140,1,265,1,0.003,1,11.4,1,7.1,1,0.004,1,0.7,1,0.001,1,1e-04,1,0.007,1,0.54,1,0.053,1,18,1,55,1,9.5,1,0.005,1
"12:10:00 21/05/2015",NA,NA,0.001,1,2e-04,1,0.001,1,30,1,371,1,0.001,1,11.6,1,7.4,1,0.004,1,0.2,1,0.001,1,1e-04,1,0.001,1,0.26,1,0.015,1,2,1,9,1,10,1,0.008,1
"12:10:01 21/05/2015",NA,NA,0.001,1,2e-04,1,0.001,1,2,1,NA,NA,0.001,1,NA,NA,NA,NA,0.003,1,0.01,1,0.001,1,1e-04,1,0.001,1,0.003,1,0.005,1,2,1,NA,NA,NA,NA,0.001,1
"12:10:02 21/05/2015",NA,NA,0.001,1,2e-04,1,0.001,1,35,1,NA,NA,0.001,1,NA,NA,NA,NA,0.004,1,0.17,1,0.001,1,1e-04,1,0.001,1,0.25,1,0.015,1,2,1,NA,NA,NA,NA,0.003,1
"12:15:00 12/07/2005",NA,NA,0.001,65,2e-04,65,0.001,65,45,65,385,65,0.001,65,11.4,65,7,65,0.003,65,0.24,65,0.001,65,1e-04,65,0.001,65,0.62,65,0.01,65,2,65,13,65,NA,NA,0.006,65
"12:15:00 23/08/2004",NA,NA,0.001,65,2e-04,65,0.002,65,35,65,340,65,0.003,65,11.5,65,6.9,65,0.003,65,0.27,65,0.001,65,1e-04,65,0.002,65,0.37,65,0.01,65,4,65,13,65,9.3,65,0.007,65
"12:17:00 24/10/2006",NA,NA,0.001,65,2e-04,65,0.001,65,25,65,NA,NA,0.002,65,10.1,65,7,65,0.003,65,0.3,65,0.001,65,1e-04,65,0.002,65,0.18,65,0.02,65,1,65,5.2,65,14.2,65,0.01,65
"12:20:00 09/05/2006",NA,NA,0.001,65,2e-04,65,0.001,65,50,65,452,65,0.002,65,12,65,7.1,65,0.003,65,0.3,65,0.001,65,1e-04,65,0.003,65,0.27,65,0.01,65,4,65,15,65,10.6,65,0.006,65
"12:20:00 11/10/2005",NA,NA,0.001,65,2e-04,65,0.002,65,60,65,299,65,0.002,65,11.3,65,7.7,65,0.003,65,0.26,65,0.001,65,1e-04,65,0.003,65,0.19,65,0.01,65,2,65,14,65,NA,NA,0.007,65
"12:20:00 12/12/2012",NA,NA,0.001,1,2e-04,1,0.001,1,60,1,402,1,0.001,1,9.4,1,7.5,1,0.003,1,0.27,1,0.001,1,1e-04,1,0.002,1,0.19,1,0.016,1,2,1,8.9,1,21.5,1,0.002,1
"12:20:00 18/07/2013",NA,NA,0.001,1,2e-04,1,0.001,1,32,1,342,1,0.001,1,11.6,1,7.2,1,0.008,1,0.14,1,0.001,1,1e-04,1,0.001,1,0.35,1,0.011,1,2,1,8.9,1,9,1,0.006,1
"12:25:00 28/04/2008",NA,NA,0.001,65,2e-04,65,0.001,65,30,65,379,65,0.001,65,10.5,65,7.6,65,0.003,65,0.37,65,0.001,65,1e-04,65,0.002,65,0.14,65,0.01,65,2,65,7.3,65,9.5,65,0.005,65
"12:25:00 28/06/2004",NA,NA,0.001,65,2e-04,65,0.002,65,50,65,360,65,0.003,65,12.2,65,7.5,65,0.003,65,0.35,65,0.001,65,1e-04,65,0.004,65,0.44,65,0.02,65,6,65,18,65,7.9,65,0.003,65
"12:30:00 20/09/2004",NA,NA,0.001,65,2e-04,65,0.002,65,45,65,270,65,0.003,65,11.1,65,6.9,65,0.003,65,0.29,65,0.001,65,1e-04,65,0.003,65,0.49,65,0.01,65,3,65,11,65,11,65,0.003,65
"12:30:00 21/05/2014",NA,NA,0.001,1,2e-04,1,0.002,1,50,1,352,1,0.001,1,10.4,1,7.5,1,0.003,1,0.21,1,0.001,1,1e-04,1,0.002,1,0.17,1,0.014,1,2,1,9.9,1,12.5,1,0.002,1
"12:30:00 25/02/2014",NA,NA,0.001,1,2e-04,1,0.001,1,50,1,395,1,0.001,1,8.6,1,7.4,1,0.003,1,0.26,1,0.001,1,1e-04,1,0.002,1,0.073,1,0.014,1,4,1,10.2,1,19,1,0.005,1
"12:40:00 10/10/2007",NA,NA,0.001,65,2e-04,65,0.001,65,30,65,313,65,0.004,65,10.2,65,7.2,65,0.003,65,0.18,65,0.001,65,1e-04,65,0.002,65,0.16,65,0.01,65,2,65,5.9,65,12.3,65,0.004,65
"12:40:00 17/05/2016",NA,NA,0.001,1,2e-04,1,0.001,1,32,1,430,1,0.001,1,10.3,1,7.3,1,0.013,1,0.13,1,0.001,1,1e-04,1,0.001,1,0.24,1,0.007,1,NA,NA,6.6,1,12,1,0.005,1
"12:40:00 28/09/2016",NA,NA,0.001,1,2e-04,1,0.002,1,56,1,284,1,0.001,1,11.4,1,7.4,1,0.008,1,0.21,1,0.001,1,1e-04,1,0.003,1,0.28,1,0.016,1,NA,NA,16.4,1,11,1,0.003,1
"12:45:00 18/09/2008",NA,NA,0.001,65,2e-04,65,0.001,65,30,65,346,65,0.001,65,12.3,65,7.5,65,0.007,65,0.21,65,0.001,65,1e-04,65,0.002,65,0.34,65,0.01,65,2,65,9.2,65,9,65,0.002,65
"12:50:00 17/08/2011",NA,NA,0.001,1,2e-04,1,0.003,1,50,1,210,1,0.002,1,11.3,1,7.1,1,0.004,1,0.32,1,0.001,1,1e-04,1,0.003,1,1,1,0.019,1,6,1,25,1,9.5,1,0.008,1
"12:50:00 27/10/2015",NA,NA,0.001,1,2e-04,1,0.001,1,36,1,344,1,0.001,1,10.9,1,7.3,1,0.003,1,0.23,1,0.001,1,1e-04,1,0.002,1,0.25,1,0.016,1,2,1,9,1,16,1,0.003,1
"13:00:00 17/05/2004",NA,NA,0.001,65,2e-04,65,0.001,65,25,65,410,65,0.001,65,11.3,65,7.5,65,0.003,65,0.3,65,0.001,65,1e-04,65,0.002,65,0.28,65,0.01,65,4,65,5.5,65,9.6,65,0.006,65
"13:00:00 20/01/2016",NA,NA,0.001,1,2e-04,1,0.001,1,36,1,386,1,0.001,1,8.5,1,7.5,1,0.009,1,0.26,1,0.001,1,1e-04,1,0.002,1,0.087,1,0.015,1,2,1,6.2,1,20.5,1,0.003,1
"13:05:00 29/07/2003",0.002,65,0.001,65,2e-04,65,0.001,65,30,65,630,65,0.002,65,12.1,65,7.3,65,0.003,65,0.34,65,0.001,65,1e-04,65,0.007,65,0.98,65,0.01,65,3,65,NA,NA,6.5,65,0.002,65
"13:10:00 16/02/2016",NA,NA,0.001,1,2e-04,1,0.001,1,40,1,372,1,0.001,1,9.1,1,7.4,1,0.003,1,0.29,1,0.001,1,1e-04,1,0.002,1,0.13,1,0.018,1,4,1,8.6,1,17.5,1,0.001,1
"13:10:00 19/04/2004",NA,NA,0.001,65,2e-04,65,0.001,65,25,65,430,65,0.003,65,9.7,65,6.7,65,0.004,65,0.27,65,0.001,65,2e-04,65,0.003,65,0.16,65,0.01,65,10,65,9.2,65,13.3,65,0.01,65
"13:10:00 22/03/2016",NA,NA,0.001,1,2e-04,1,0.001,1,50,1,358,1,0.001,1,9.2,1,7.2,1,0.004,1,0.25,1,0.001,1,1e-04,1,0.002,1,0.22,1,0.024,1,NA,NA,18.2,1,16.3,1,0.001,1
"13:15:00 10/07/2007",NA,NA,0.001,65,2e-04,65,0.003,65,40,65,251,65,0.003,65,11.2,65,6.8,65,0.003,65,0.6,65,0.001,65,1e-04,65,0.004,65,1.1,65,0.02,65,6,65,19.4,65,9.1,65,0.006,65
"13:15:00 21/01/2013",NA,NA,0.001,1,2e-04,1,0.001,1,44,1,475,1,0.001,1,8.9,1,7.2,1,0.003,1,0.33,1,0.001,1,1e-04,1,0.002,1,0.045,1,0.02,1,2,1,6.8,1,25,1,0.003,1
"13:25:00 26/07/2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330,65,NA,NA,11.8,65,6.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,65,8,65,NA,NA
"13:30:00 11/04/2007",NA,NA,0.002,65,2e-04,65,0.002,65,35,65,438,65,0.002,65,9.2,65,7.1,65,0.009,65,0.19,65,0.002,65,1e-04,65,0.002,65,0.13,65,0.01,65,5,65,11.2,65,13.5,65,0.004,65
"13:30:00 12/11/2008",NA,NA,0.001,65,2e-04,65,0.003,65,36,65,356,65,0.001,65,7.6,65,7.5,65,0.003,65,0.33,65,0.001,65,1e-04,65,0.002,65,0.13,65,0.02,65,4,65,8.4,65,19,65,0.001,65
"13:30:00 16/09/2014",NA,NA,0.001,1,2e-04,1,0.002,1,40,1,300,1,0.001,1,11.5,1,7.4,1,0.003,1,0.7,1,0.001,1,1e-04,1,0.002,1,0.25,1,0.022,1,6,1,10.7,1,11,1,0.004,1
"13:30:00 26/04/2006",NA,NA,0.001,65,2e-04,65,0.001,65,35,65,408,65,0.002,65,10.8,65,7.2,65,0.004,65,0.26,65,0.001,65,1e-04,65,0.002,65,0.2,65,0.01,65,1,65,3.9,65,12,65,0.004,65
"13:45:00 25/09/2013",NA,NA,0.001,1,2e-04,1,0.001,1,50,1,302,1,0.001,1,10.1,1,7.6,1,0.003,1,0.22,1,0.001,1,1e-04,1,0.002,1,0.3,1,0.018,1,2,1,13.3,1,14.5,1,0.002,1
"13:50:00 18/10/2004",NA,NA,0.001,65,2e-04,65,0.004,65,60,65,310,65,0.003,65,10.4,65,6.6,65,0.003,65,0.34,65,0.001,65,1e-04,65,0.004,65,0.38,65,0.01,65,8,65,22,65,12.2,65,0.004,65
"14:00:00 15/04/2014",NA,NA,0.001,1,2e-04,1,0.001,1,50,1,405,1,0.001,1,10.2,1,7.6,1,0.003,1,0.27,1,0.001,1,1e-04,1,0.001,1,0.2,1,0.023,1,2,1,8.7,1,14,1,0.001,1
"14:00:00 15/06/2011",NA,NA,0.001,1,2e-04,1,0.001,1,45,1,305,1,0.001,1,10.9,1,7.5,1,0.003,1,0.18,1,0.001,1,1e-04,1,0.001,1,0.45,1,0.013,1,3,1,16.5,1,9,1,0.002,1
"14:00:00 17/10/2012",NA,NA,0.001,1,2e-04,1,0.008,1,88,1,290,1,0.003,1,11.2,1,7.4,1,0.003,1,0.7,1,0.001,1,1e-04,1,0.007,1,0.37,1,0.077,1,28,1,65,1,13,1,0.009,1
"14:00:00 18/06/2013",NA,NA,NA,NA,NA,NA,NA,NA,160,1,218,1,NA,NA,11,1,7.2,1,0.003,1,0.71,1,NA,NA,NA,NA,NA,NA,1.1,1,0.035,1,14,1,36,1,10,1,NA,NA
"14:00:00 20/06/2012",NA,NA,0.001,1,2e-04,1,0.002,1,45,1,248,1,0.001,1,12,1,7.1,1,0.003,1,0.26,1,0.001,1,1e-04,1,0.003,1,0.76,1,0.015,1,2,1,14.3,1,7,1,0.006,1
"14:00:00 23/09/2015",NA,NA,0.001,1,2e-04,1,0.003,1,40,1,293,1,0.001,1,12.2,1,7.3,1,0.007,1,0.31,1,0.001,1,1e-04,1,0.003,1,0.27,1,0.025,1,4,1,17.9,1,9.5,1,0.003,1
"14:15:00 15/05/2007",NA,NA,0.001,65,2e-04,65,0.001,65,30,65,426,65,0.001,65,9.7,65,7.3,65,0.003,65,0.04,65,0.001,65,1e-04,65,0.001,65,0.22,65,0.03,65,3,65,4.6,65,11.5,65,0.003,65
"14:30:00 20/10/2003",NA,NA,0.003,65,2e-04,65,0.003,65,70,65,320,65,0.004,65,10.5,65,6.8,65,0.003,65,0.43,65,0.001,65,1e-04,65,0.002,65,0.2,65,0.03,65,10,65,NA,NA,14,65,0.003,65
"14:35:00 22/08/2018",NA,NA,0.001,1,2e-04,1,0.003,1,35,1,366,1,0.002,1,11.3,1,7.4,1,0.003,1,0.25,1,0.001,1,1e-04,1,0.003,1,0.62,1,0.019,1,2,1,15,1,9,1,0.003,1
"15:15:00 09/12/2008",NA,NA,0.001,65,2e-04,65,0.001,65,35,65,330,65,0.001,65,9.1,65,7.5,65,0.003,65,0.28,65,0.001,65,1e-04,65,0.002,65,0.13,65,0.02,65,4,65,7.8,65,15.5,65,0.002,65
"15:20:00 18/10/2016",NA,NA,0.001,1,2e-04,1,0.002,1,50,1,310,1,0.001,1,9.4,1,7.2,1,0.003,1,0.27,1,0.001,1,1e-04,1,0.002,1,0.19,1,0.022,1,NA,NA,14.8,1,12,1,0.001,1
"15:30:00 13/03/2007",NA,NA,0.001,65,2e-04,65,0.001,65,40,65,531,65,0.001,65,8,65,7.1,65,NA,NA,0.2,65,0.001,65,1e-04,65,0.002,65,0.2,65,0.02,65,3,65,12.7,65,16,65,0.003,65
"15:30:00 18/03/2009",NA,NA,0.001,65,2e-04,65,0.001,65,70,65,417,65,0.001,65,8.8,65,7.2,65,0.003,65,0.44,65,0.001,65,1e-04,65,0.003,65,0.13,65,0.03,65,4,65,13.8,65,16,65,0.002,65
"15:50:00 19/10/2010",NA,NA,0.001,1,2e-04,1,0.003,1,70,1,240,1,0.001,1,9.8,1,7.4,1,0.003,1,0.39,1,0.001,1,1e-04,1,0.003,1,0.54,1,0.033,1,8,1,24,1,12,1,0.003,1
"16:10:00 16/03/2011",NA,NA,0.001,1,2e-04,1,0.001,1,64,1,360,1,0.001,1,8.8,1,7.3,1,0.003,1,0.4,1,0.001,1,1e-04,1,0.002,1,0.17,1,0.028,1,7,1,16.6,1,17.5,1,0.003,1
"16:20:00 20/07/2010",NA,NA,0.001,1,2e-04,1,0.001,1,35,1,345,1,0.001,1,12.5,1,7.1,1,0.003,1,0.21,1,0.001,1,1e-04,1,0.002,1,0.32,1,0.009,1,3,1,10.1,1,6.5,1,0.005,1
